Date / Time,CPU Usage %,Teperature C
2018-12-08 13:45:12,1.7,51.5
2018-12-08 13:45:16,5.5,51.5
2018-12-08 13:45:19,7.3,52.6
2018-12-08 13:45:23,5.3,51.5
2018-12-08 13:45:26,2.4,52.1
2018-12-08 13:45:30,5.8,52.6
2018-12-08 13:45:33,7.6,51.5
2018-12-08 13:45:37,5.2,52.1
2018-12-08 13:45:40,2,51
2018-12-08 13:45:43,7.2,51.5
2018-12-08 13:45:47,5.8,52.1
2018-12-08 13:45:51,4,51.5
2018-12-08 13:45:54,2.3,51.5
2018-12-08 13:45:57,10.4,51.5
2018-12-08 13:46:01,3.1,51.5
2018-12-08 13:46:04,4.2,52.1
2018-12-08 13:46:08,8.2,52.1
2018-12-08 13:46:11,7.4,52.1
2018-12-08 13:46:15,4.8,51.5
2018-12-08 13:46:18,2.9,51.5
2018-12-08 13:46:21,7.4,52.1
2018-12-08 13:46:25,4.9,51.5
2018-12-08 13:46:28,4.8,51.5
2018-12-08 13:46:32,2.3,51.5
2018-12-08 13:46:36,9.3,52.6
2018-12-08 13:46:39,2.2,51.5
2018-12-08 13:46:42,6.3,52.1
2018-12-08 13:46:46,1.8,51.5
2018-12-08 13:46:50,10.5,52.1
2018-12-08 13:46:53,2,52.1
2018-12-08 13:46:56,7.8,52.1
2018-12-08 13:46:59,3,52.1
2018-12-08 13:47:03,7.5,52.1
2018-12-08 13:47:07,1.8,51.5
2018-12-08 13:47:10,6,51.5
2018-12-08 13:47:13,5.8,52.1
2018-12-08 13:47:17,9.1,51.5
2018-12-08 13:47:20,4.3,51.5
2018-12-08 13:47:23,7.8,52.1
2018-12-08 13:47:27,7.6,52.1
2018-12-08 13:47:30,5.7,52.1
2018-12-08 13:47:34,2,51.5
2018-12-08 13:47:37,5.6,52.6
2018-12-08 13:47:40,8.7,52.1
2018-12-08 13:47:44,6,52.1
2018-12-08 13:47:47,1.8,52.1
2018-12-08 13:47:50,7.7,51.5
2018-12-08 13:47:54,5.4,52.1
2018-12-08 13:47:57,4.6,51.5
2018-12-08 13:48:01,4.9,52.1
2018-12-08 13:48:04,9.1,52.1
2018-12-08 13:48:08,3.6,52.1
2018-12-08 13:48:11,5.4,52.1
2018-12-08 13:48:15,5,52.1
2018-12-08 13:48:18,10.8,52.1
2018-12-08 13:48:21,3.1,52.6
2018-12-08 13:48:25,6.8,52.6
2018-12-08 13:48:28,3.1,52.1
2018-12-08 13:48:32,9.7,52.6
2018-12-08 13:48:35,1.6,52.6
2018-12-08 13:48:38,7,52.1
2018-12-08 13:48:41,4.6,51.5
2018-12-08 13:48:45,9.1,52.6
2018-12-08 13:48:48,1.8,51.5
2018-12-08 13:48:51,9.7,52.1
2018-12-08 13:48:55,4.1,52.1
2018-12-08 13:48:58,9.1,52.1
2018-12-08 13:49:01,2,52.1
2018-12-08 13:49:04,7.6,52.1
2018-12-08 13:49:07,4,52.6
2018-12-08 13:49:11,9.5,52.6
2018-12-08 13:49:14,1.6,52.6
2018-12-08 13:49:17,7.3,52.6
2018-12-08 13:49:20,3.8,51.5
2018-12-08 13:49:24,9.3,52.6
2018-12-08 13:49:27,3.5,52.1
2018-12-08 13:49:30,5.2,52.1
2018-12-08 13:49:33,4.2,52.6
2018-12-08 13:49:37,9.3,52.1
2018-12-08 13:49:40,2.1,52.1
2018-12-08 13:49:43,4.8,52.1
2018-12-08 13:49:46,5.3,52.6
2018-12-08 13:49:50,9.6,52.6
2018-12-08 13:49:53,1.8,52.1
2018-12-08 13:49:57,3.3,52.1
2018-12-08 13:50:00,8.9,52.6
2018-12-08 13:50:03,5.8,52.1
2018-12-08 13:50:07,4,51.5
2018-12-08 13:50:10,3.2,51.5
2018-12-08 13:50:13,9.8,52.1
2018-12-08 13:50:17,4.3,52.1
2018-12-08 13:50:21,3.5,52.1
2018-12-08 13:50:24,6.1,52.1
2018-12-08 13:50:27,7.3,52.6
2018-12-08 13:50:31,6.9,51.5
2018-12-08 13:50:34,2.3,52.1
2018-12-08 13:50:38,7.7,52.6
2018-12-08 13:50:41,6.6,52.1
2018-12-08 13:50:44,6.2,52.6
2018-12-08 13:50:48,1.7,51.5
2018-12-08 13:50:51,8.7,52.6
2018-12-08 13:50:54,3.6,52.1
2018-12-08 13:50:57,4,52.1
2018-12-08 13:51:01,5.4,52.1
2018-12-08 13:51:04,8.9,52.1
2018-12-08 13:51:07,2.7,52.1
2018-12-08 13:51:11,5.7,52.6
2018-12-08 13:51:14,2,52.6
2018-12-08 13:51:17,10.1,51.5
2018-12-08 13:51:20,2.6,52.1
2018-12-08 13:51:23,3,52.1
2018-12-08 13:51:27,3.8,52.6
2018-12-08 13:51:30,7.4,52.1
2018-12-08 13:51:33,8,52.6
2018-12-08 13:51:37,2.6,52.1
2018-12-08 13:51:40,6,52.1
2018-12-08 13:51:44,7.1,52.6
2018-12-08 13:51:47,4.2,52.6
2018-12-08 13:51:50,2.6,52.6
2018-12-08 13:51:54,9.1,52.6
2018-12-08 13:51:57,6,52.6
2018-12-08 13:52:00,4.2,52.6
2018-12-08 13:52:04,2.3,52.1
2018-12-08 13:52:07,7.4,52.6
2018-12-08 13:52:10,7.8,52.1
2018-12-08 13:52:13,5.2,52.6
2018-12-08 13:52:17,1.7,53.2
2018-12-08 13:52:20,7.4,52.6
2018-12-08 13:52:23,5.4,53.2
2018-12-08 13:52:26,5.9,52.6
2018-12-08 13:52:29,4.1,52.6
2018-12-08 13:52:33,9.9,53.2
2018-12-08 13:52:36,3.8,53.2
2018-12-08 13:52:39,5.9,52.6
2018-12-08 13:52:43,1.7,52.1
2018-12-08 13:52:46,8.7,52.6
2018-12-08 13:52:49,3.6,52.6
2018-12-08 13:52:52,5.4,52.6
2018-12-08 13:52:56,4.3,52.6
2018-12-08 13:52:59,10.8,52.6
2018-12-08 13:53:02,4.4,52.6
2018-12-08 13:53:06,6.2,52.1
2018-12-08 13:53:09,2.4,52.6
2018-12-08 13:53:12,11.6,52.6
2018-12-08 13:53:15,2.4,52.1
2018-12-08 13:53:19,6.7,52.6
2018-12-08 13:53:22,2.4,52.1
2018-12-08 13:53:26,10,52.6
2018-12-08 13:53:29,1.7,52.1
2018-12-08 13:53:32,6,52.6
2018-12-08 13:53:35,1.9,52.1
2018-12-08 13:53:39,12.1,52.6
2018-12-08 13:53:42,2.6,52.6
2018-12-08 13:53:45,4.7,52.1
2018-12-08 13:53:48,2.1,52.6
2018-12-08 13:53:52,9.5,53.7
2018-12-08 13:53:55,1.4,52.1
2018-12-08 13:53:58,5.8,53.2
2018-12-08 13:54:02,5.2,52.6
2018-12-08 13:54:05,8.7,52.6
2018-12-08 13:54:08,2.6,52.6
2018-12-08 13:54:12,5.4,52.6
2018-12-08 13:54:15,3.9,52.6
2018-12-08 13:54:18,8.1,52.6
2018-12-08 13:54:21,1.5,52.6
2018-12-08 13:54:25,8.8,53.2
2018-12-08 13:54:28,4.3,52.6
2018-12-08 13:54:31,9.8,53.2
2018-12-08 13:54:35,2.3,52.6
2018-12-08 13:54:38,4.9,52.6
2018-12-08 13:54:41,7.8,52.6
2018-12-08 13:54:44,8.8,52.6
2018-12-08 13:54:48,1.9,52.6
2018-12-08 13:54:51,3.4,52.6
2018-12-08 13:54:55,8,52.1
2018-12-08 13:54:58,5.3,52.6
2018-12-08 13:55:01,1.9,53.2
2018-12-08 13:55:05,4.8,53.2
2018-12-08 13:55:08,8.2,52.6
2018-12-08 13:55:11,5.3,53.2
2018-12-08 13:55:14,1.7,52.6
2018-12-08 13:55:17,3.4,52.1
2018-12-08 13:55:20,9.8,52.6
2018-12-08 13:55:24,2.6,52.1
2018-12-08 13:55:27,4.9,53.2
2018-12-08 13:55:30,2.3,52.6
2018-12-08 13:55:34,10.6,52.6
2018-12-08 13:55:37,3.2,52.6
2018-12-08 13:55:41,5.9,52.6
2018-12-08 13:55:44,2.7,53.7
2018-12-08 13:55:47,8.8,52.6
2018-12-08 13:55:50,1.8,52.6
2018-12-08 13:55:54,7.5,53.2
2018-12-08 13:55:57,4.6,52.6
2018-12-08 13:56:01,10.5,53.7
2018-12-08 13:56:04,2.8,52.6
2018-12-08 13:56:08,6.2,52.6
2018-12-08 13:56:11,5.6,53.2
2018-12-08 13:56:14,6.5,53.7
2018-12-08 13:56:18,2.8,52.6
2018-12-08 13:56:21,7.3,52.6
2018-12-08 13:56:24,8.3,52.6
2018-12-08 13:56:27,5.4,52.6
2018-12-08 13:56:31,2,52.6
2018-12-08 13:56:34,7.3,52.6
2018-12-08 13:56:37,7.9,52.6
2018-12-08 13:56:41,6.3,52.6
2018-12-08 13:56:44,2,52.6
2018-12-08 13:56:48,8,52.6
2018-12-08 13:56:51,6.6,52.6
2018-12-08 13:56:54,6.1,52.6
2018-12-08 13:56:57,2.2,52.6
2018-12-08 13:57:01,7.8,52.6
2018-12-08 13:57:04,7.2,53.2
2018-12-08 13:57:07,5.6,52.6
2018-12-08 13:57:11,2.1,52.6
2018-12-08 13:57:14,9.5,52.6
2018-12-08 13:57:17,5.3,52.6
2018-12-08 13:57:21,6.2,52.6
2018-12-08 13:57:25,2,52.6
2018-12-08 13:57:28,13.6,52.6
2018-12-08 13:57:31,5.9,52.6
2018-12-08 13:57:35,7.2,52.6
2018-12-08 13:57:38,1.9,52.6
2018-12-08 13:57:41,9.8,52.6
2018-12-08 13:57:45,2.3,52.6
2018-12-08 13:57:48,7.3,52.6
2018-12-08 13:57:51,2.3,52.6
2018-12-08 13:57:54,12.5,52.6
2018-12-08 13:57:57,1.8,52.6
2018-12-08 13:58:01,7.1,52.1
2018-12-08 13:58:04,3.4,52.6
2018-12-08 13:58:07,12.2,52.6
2018-12-08 13:58:11,2,52.1
2018-12-08 13:58:14,5.5,52.6
2018-12-08 13:58:17,2.6,53.2
2018-12-08 13:58:21,9.9,52.6
2018-12-08 13:58:24,4.7,52.6
2018-12-08 13:58:27,5.2,52.6
2018-12-08 13:58:31,6.5,52.6
2018-12-08 13:58:35,6.9,52.6
2018-12-08 13:58:38,2.3,52.6
2018-12-08 13:58:41,5.9,52.6
2018-12-08 13:58:45,5.9,52.6
2018-12-08 13:58:48,5.5,53.2
2018-12-08 13:58:51,3.4,52.6
2018-12-08 13:58:54,6.8,52.6
2018-12-08 13:58:58,6.1,52.6
2018-12-08 13:59:01,8.2,52.6
2018-12-08 13:59:04,1.8,52.6
2018-12-08 13:59:08,7.6,52.6
2018-12-08 13:59:11,7.2,52.1
2018-12-08 13:59:14,6.1,52.6
2018-12-08 13:59:18,2,52.1
2018-12-08 13:59:21,6.2,53.2
2018-12-08 13:59:24,6.7,52.6
2018-12-08 13:59:28,7,53.2
2018-12-08 13:59:31,1.7,52.6
2018-12-08 13:59:35,9.9,53.2
2018-12-08 13:59:38,5.7,52.6
2018-12-08 13:59:42,4.1,53.7
2018-12-08 13:59:45,1.9,52.6
2018-12-08 13:59:48,11.9,53.2
2018-12-08 13:59:52,4.8,53.2
2018-12-08 13:59:55,6.5,53.2
2018-12-08 13:59:58,1.8,52.6
2018-12-08 14:00:02,10.4,52.6
2018-12-08 14:00:05,4.6,52.6
2018-12-08 14:00:08,6.5,53.2
2018-12-08 14:00:12,1.7,52.6
2018-12-08 14:00:15,10.1,53.7
2018-12-08 14:00:18,5.6,52.6
2018-12-08 14:00:21,3.4,52.6
2018-12-08 14:00:25,7.2,53.2
2018-12-08 14:00:28,9,53.7
2018-12-08 14:00:31,4.1,52.6
2018-12-08 14:00:35,2.5,52.6
2018-12-08 14:00:38,5.8,52.6
2018-12-08 14:00:41,7,53.2
2018-12-08 14:00:45,8.5,52.6
2018-12-08 14:00:48,1.7,52.6
2018-12-08 14:00:51,7.3,52.6
2018-12-08 14:00:54,6.6,53.2
2018-12-08 14:00:57,6.4,52.6
2018-12-08 14:01:01,1.5,52.6
2018-12-08 14:01:05,8.8,53.2
2018-12-08 14:01:08,4.4,52.6
2018-12-08 14:01:12,5,52.6
2018-12-08 14:01:15,2.4,52.6
2018-12-08 14:01:18,10,52.6
2018-12-08 14:01:22,4.1,52.6
2018-12-08 14:01:26,6.4,52.6
2018-12-08 14:01:29,3.5,52.6
2018-12-08 14:01:33,10.3,53.2
2018-12-08 14:01:36,4.3,52.6
2018-12-08 14:01:39,2.5,52.6
2018-12-08 14:01:42,8.2,52.6
2018-12-08 14:01:46,8.9,52.6
2018-12-08 14:01:49,3.2,53.2
2018-12-08 14:01:52,3.3,52.6
2018-12-08 14:01:55,4.5,52.1
2018-12-08 14:01:59,7.3,52.6
2018-12-08 14:02:02,3.2,53.2
2018-12-08 14:02:05,4.4,52.6
2018-12-08 14:02:08,4.1,52.6
2018-12-08 14:02:11,7.8,53.2
2018-12-08 14:02:14,2.1,53.2
2018-12-08 14:02:18,4.7,52.6
2018-12-08 14:02:21,3.4,52.6
2018-12-08 14:02:24,8.7,52.6
2018-12-08 14:02:28,5.1,52.6
2018-12-08 14:02:31,6.3,53.2
2018-12-08 14:02:35,4.8,53.2
2018-12-08 14:02:38,6.2,53.2
2018-12-08 14:02:41,2,53.2
2018-12-08 14:02:45,6.8,53.7
2018-12-08 14:02:48,7.1,52.6
2018-12-08 14:02:51,6.6,52.6
2018-12-08 14:02:55,2.2,52.6
2018-12-08 14:02:58,6.8,52.6
2018-12-08 14:03:02,10,52.6
2018-12-08 14:03:05,4.9,53.2
2018-12-08 14:03:09,2.8,52.6
2018-12-08 14:03:12,5,52.6
2018-12-08 14:03:15,6.7,52.6
2018-12-08 14:03:19,3.6,53.2
2018-12-08 14:03:22,5.7,53.7
2018-12-08 14:03:25,6.9,53.2
2018-12-08 14:03:28,5.7,52.6
2018-12-08 14:03:32,4.7,52.6
2018-12-08 14:03:35,4.4,53.2
2018-12-08 14:03:39,9.5,52.6
2018-12-08 14:03:43,4.4,52.6
2018-12-08 14:03:46,8.5,53.2
2018-12-08 14:03:49,3.7,53.7
2018-12-08 14:03:52,10,53.2
2018-12-08 14:03:56,2.7,52.6
2018-12-08 14:03:59,7.8,52.6
2018-12-08 14:04:02,2.3,52.6
2018-12-08 14:04:05,10.8,53.7
2018-12-08 14:04:09,2.6,52.6
2018-12-08 14:04:12,4.7,52.6
2018-12-08 14:04:15,1.8,53.2
2018-12-08 14:04:18,12.8,53.7
2018-12-08 14:04:21,2.8,53.2
2018-12-08 14:04:25,6.8,53.2
2018-12-08 14:04:28,3.7,53.2
2018-12-08 14:04:32,9.8,53.2
2018-12-08 14:04:35,2,53.2
2018-12-08 14:04:38,6.9,53.2
2018-12-08 14:04:41,3.1,53.7
2018-12-08 14:04:45,10.5,53.7
2018-12-08 14:04:48,1.6,53.2
2018-12-08 14:04:51,6.4,52.6
2018-12-08 14:04:54,2.5,52.1
2018-12-08 14:04:58,11.9,53.7
2018-12-08 14:05:01,1.4,53.2
2018-12-08 14:05:04,5.1,52.6
2018-12-08 14:05:07,2.8,53.7
2018-12-08 14:05:11,9.3,53.7
2018-12-08 14:05:14,2.2,53.2
2018-12-08 14:05:17,6.2,53.2
2018-12-08 14:05:20,6.2,53.2
2018-12-08 14:05:24,7.1,52.6
2018-12-08 14:05:27,4.7,53.2
2018-12-08 14:05:30,3.9,52.6
2018-12-08 14:05:33,8.5,53.2
2018-12-08 14:05:37,4.7,52.6
2018-12-08 14:05:40,5.7,53.2
2018-12-08 14:05:43,1.9,53.2
2018-12-08 14:05:46,9.1,53.2
2018-12-08 14:05:50,6.2,53.2
2018-12-08 14:05:53,7.4,53.2
2018-12-08 14:05:57,1.9,52.6
2018-12-08 14:06:01,9.4,52.6
2018-12-08 14:06:04,3.2,52.6
2018-12-08 14:06:07,4.8,52.6
2018-12-08 14:06:10,2.4,52.6
2018-12-08 14:06:13,10,52.6
2018-12-08 14:06:17,2.3,52.6
2018-12-08 14:06:20,5.7,53.7
2018-12-08 14:06:23,2.1,53.2
2018-12-08 14:06:26,13.5,52.6
2018-12-08 14:06:29,4.8,53.2
2018-12-08 14:06:33,8.9,53.2
2018-12-08 14:06:36,3.8,52.6
2018-12-08 14:06:39,10.7,53.2
2018-12-08 14:06:43,1.7,53.2
2018-12-08 14:06:46,7.5,53.2
2018-12-08 14:06:49,3.6,52.6
2018-12-08 14:06:53,9.1,53.7
2018-12-08 14:06:56,2,52.6
2018-12-08 14:06:59,6.6,53.2
2018-12-08 14:07:03,5.2,53.2
2018-12-08 14:07:06,10.4,53.2
2018-12-08 14:07:09,2.6,53.7
2018-12-08 14:07:13,5.8,53.2
2018-12-08 14:07:16,3.6,53.2
2018-12-08 14:07:19,9.2,53.2
2018-12-08 14:07:22,1.5,52.6
2018-12-08 14:07:25,7.1,52.6
2018-12-08 14:07:29,6.6,53.2
2018-12-08 14:07:32,8.2,53.7
2018-12-08 14:07:35,1.6,53.7
2018-12-08 14:07:39,5.6,53.2
2018-12-08 14:07:42,4.8,53.7
2018-12-08 14:07:45,5.7,52.6
2018-12-08 14:07:48,5.7,53.2
2018-12-08 14:07:51,4.9,53.7
2018-12-08 14:07:55,7.6,53.2
2018-12-08 14:07:58,4.8,53.7
2018-12-08 14:08:01,5.9,52.6
2018-12-08 14:08:04,3.5,53.7
2018-12-08 14:08:07,9.9,53.7
2018-12-08 14:08:11,4.4,52.6
2018-12-08 14:08:14,4.8,52.6
2018-12-08 14:08:17,1.8,53.2
2018-12-08 14:08:20,10.3,53.7
2018-12-08 14:08:23,3.8,52.6
2018-12-08 14:08:27,8.1,53.2
2018-12-08 14:08:30,3.7,53.7
2018-12-08 14:08:34,9.5,53.7
2018-12-08 14:08:37,2.2,52.6
2018-12-08 14:08:40,6.2,53.7
2018-12-08 14:08:44,4.2,52.6
2018-12-08 14:08:47,11.4,53.7
2018-12-08 14:08:51,2.9,52.6
2018-12-08 14:08:54,6.5,53.7
2018-12-08 14:08:58,3.6,53.2
2018-12-08 14:09:01,8.2,53.2
2018-12-08 14:09:05,4.8,53.2
2018-12-08 14:09:08,5.5,53.7
2018-12-08 14:09:11,5.4,53.7
2018-12-08 14:09:14,7.3,53.7
2018-12-08 14:09:18,2,53.2
2018-12-08 14:09:21,6.3,52.6
2018-12-08 14:09:24,6.2,53.7
2018-12-08 14:09:27,10.4,53.7
2018-12-08 14:09:31,1.9,53.2
2018-12-08 14:09:35,5.4,53.2
2018-12-08 14:09:38,6.6,53.7
2018-12-08 14:09:42,5.9,53.2
2018-12-08 14:09:45,2.9,52.6
2018-12-08 14:09:49,9.2,52.6
2018-12-08 14:09:52,5.9,53.2
2018-12-08 14:09:55,7.2,52.6
2018-12-08 14:09:58,3.8,52.6
2018-12-08 14:10:02,8.1,52.6
2018-12-08 14:10:05,6.3,53.2
2018-12-08 14:10:08,6,52.6
2018-12-08 14:10:12,1.7,53.2
2018-12-08 14:10:15,7.5,53.7
2018-12-08 14:10:18,4.8,53.2
2018-12-08 14:10:22,5.6,53.2
2018-12-08 14:10:25,3.8,52.6
2018-12-08 14:10:29,10.1,53.7
2018-12-08 14:10:32,3.8,53.2
2018-12-08 14:10:35,6.9,52.6
2018-12-08 14:10:39,1.9,52.6
2018-12-08 14:10:42,10.3,53.2
2018-12-08 14:10:46,2.2,53.2
2018-12-08 14:10:49,7.9,52.6
2018-12-08 14:10:52,2.3,53.2
2018-12-08 14:10:56,10.2,53.2
2018-12-08 14:10:59,4.7,53.7
2018-12-08 14:11:03,6.2,52.6
2018-12-08 14:11:06,4.8,53.7
2018-12-08 14:11:09,7.4,52.6
2018-12-08 14:11:13,2.3,52.6
2018-12-08 14:11:16,3.9,52.6
2018-12-08 14:11:20,5.8,53.7
2018-12-08 14:11:23,8,53.2
2018-12-08 14:11:26,2.5,52.6
2018-12-08 14:11:30,5.5,53.7
2018-12-08 14:11:34,7.6,52.6
2018-12-08 14:11:37,7.6,53.2
2018-12-08 14:11:40,3.6,53.2
2018-12-08 14:11:44,4.9,53.2
2018-12-08 14:11:47,7.3,53.2
2018-12-08 14:11:50,5.6,52.6
2018-12-08 14:11:54,4,52.6
2018-12-08 14:11:57,7.6,53.2
2018-12-08 14:12:01,6.9,53.2
2018-12-08 14:12:05,4,52.6
2018-12-08 14:12:08,7.4,52.6
2018-12-08 14:12:11,6.4,53.2
2018-12-08 14:12:14,7,53.7
2018-12-08 14:12:18,2.2,53.2
2018-12-08 14:12:21,4.1,53.7
2018-12-08 14:12:24,10.9,53.2
2018-12-08 14:12:27,3.9,52.6
2018-12-08 14:12:31,7.2,53.2
2018-12-08 14:12:34,3.8,52.6
2018-12-08 14:12:38,9.8,53.2
2018-12-08 14:12:41,3.5,52.6
2018-12-08 14:12:44,4.6,52.6
2018-12-08 14:12:47,2.6,52.6
2018-12-08 14:12:50,10,52.6
2018-12-08 14:12:54,2.5,52.6
2018-12-08 14:12:57,4.8,53.2
2018-12-08 14:13:00,2.6,52.6
2018-12-08 14:13:04,8.7,53.7
2018-12-08 14:13:07,3.1,53.2
2018-12-08 14:13:11,5.9,52.6
2018-12-08 14:13:14,4.5,53.2
2018-12-08 14:13:17,10.6,53.7
2018-12-08 14:13:21,2.2,52.6
2018-12-08 14:13:24,5.2,53.2
2018-12-08 14:13:27,5.4,53.2
2018-12-08 14:13:31,7.3,52.6
2018-12-08 14:13:35,3.3,53.2
2018-12-08 14:13:38,3.8,53.7
2018-12-08 14:13:41,8.5,52.6
2018-12-08 14:13:45,5.9,53.2
2018-12-08 14:13:48,3.5,53.7
2018-12-08 14:13:51,4.7,52.6
2018-12-08 14:13:55,9.7,52.6
2018-12-08 14:13:58,2.5,53.2
2018-12-08 14:14:02,5.3,53.2
2018-12-08 14:14:05,4.5,52.6
2018-12-08 14:14:09,9.9,53.7
2018-12-08 14:14:12,1.7,52.6
2018-12-08 14:14:16,5.5,53.2
2018-12-08 14:14:19,7.8,53.2
2018-12-08 14:14:22,9.8,53.7
2018-12-08 14:14:26,1.6,52.6
2018-12-08 14:14:29,8.1,52.6
2018-12-08 14:14:33,7.2,53.2
2018-12-08 14:14:37,5.6,53.2
2018-12-08 14:14:40,1.7,52.6
2018-12-08 14:14:44,9.6,52.6
2018-12-08 14:14:47,4.5,53.2
2018-12-08 14:14:50,5.5,53.7
2018-12-08 14:14:54,1.6,53.7
2018-12-08 14:14:57,8.7,53.7
2018-12-08 14:15:00,6.3,52.6
2018-12-08 14:15:04,7.9,52.6
2018-12-08 14:15:07,1.7,52.6
2018-12-08 14:15:11,10,53.7
2018-12-08 14:15:14,2,53.2
2018-12-08 14:15:18,5.4,53.2
2018-12-08 14:15:21,3.6,52.6
2018-12-08 14:15:25,9.1,53.2
2018-12-08 14:15:28,1.6,52.6
2018-12-08 14:15:31,9.6,52.6
2018-12-08 14:15:35,4.6,53.2
2018-12-08 14:15:38,7.3,52.6
2018-12-08 14:15:42,2,52.6
2018-12-08 14:15:45,6.4,52.1
2018-12-08 14:15:48,4.8,53.2
2018-12-08 14:15:51,7.9,53.7
2018-12-08 14:15:55,3.9,52.6
2018-12-08 14:15:58,6.3,52.6
2018-12-08 14:16:02,9.6,53.2
2018-12-08 14:16:05,5.2,53.2
2018-12-08 14:16:09,2.2,52.1
2018-12-08 14:16:12,6.3,52.6
2018-12-08 14:16:16,7.1,52.6
2018-12-08 14:16:19,7.1,52.6
2018-12-08 14:16:22,1.8,53.2
2018-12-08 14:16:26,7,52.6
2018-12-08 14:16:29,8.4,52.6
2018-12-08 14:16:32,7.1,52.6
2018-12-08 14:16:35,2.5,52.6
2018-12-08 14:16:39,9.7,52.6
2018-12-08 14:16:42,5.5,52.6
2018-12-08 14:16:45,8,52.6
2018-12-08 14:16:49,1.6,52.6
2018-12-08 14:16:52,9.5,53.7
2018-12-08 14:16:55,4.3,52.6
2018-12-08 14:16:59,5.4,52.6
2018-12-08 14:17:02,2.4,52.6
2018-12-08 14:17:05,12.1,53.2
2018-12-08 14:17:08,4.2,52.6
2018-12-08 14:17:12,6.5,53.2
2018-12-08 14:17:15,1.9,53.2
2018-12-08 14:17:18,8.5,53.7
2018-12-08 14:17:21,5.9,53.2
2018-12-08 14:17:25,7.1,53.2
2018-12-08 14:17:28,1.8,52.6
2018-12-08 14:17:31,9.7,53.7
2018-12-08 14:17:34,2.7,53.2
2018-12-08 14:17:38,6.5,53.2
2018-12-08 14:17:41,3,52.6
2018-12-08 14:17:44,10,53.7
2018-12-08 14:17:47,3,53.2
2018-12-08 14:17:50,4.7,52.6
2018-12-08 14:17:54,2.8,52.6
2018-12-08 14:17:57,10.1,53.2
2018-12-08 14:18:00,3.9,53.2
2018-12-08 14:18:04,3.2,53.2
2018-12-08 14:18:07,5.3,52.6
2018-12-08 14:18:10,9.3,53.2
2018-12-08 14:18:13,6.7,53.2
2018-12-08 14:18:16,2.4,53.2
2018-12-08 14:18:20,7.5,53.2
2018-12-08 14:18:23,7.9,53.2
2018-12-08 14:18:27,3.6,53.2
2018-12-08 14:18:30,2.7,53.7
2018-12-08 14:18:33,6.3,53.2
2018-12-08 14:18:36,9.8,53.2
2018-12-08 14:18:39,5.2,53.2
2018-12-08 14:18:43,1.8,53.2
2018-12-08 14:18:46,5.1,53.7
2018-12-08 14:18:49,6.5,53.7
2018-12-08 14:18:52,5.9,53.2
2018-12-08 14:18:56,2.3,53.2
2018-12-08 14:18:59,7.6,53.2
2018-12-08 14:19:02,5.5,53.2
2018-12-08 14:19:06,6,53.2
2018-12-08 14:19:09,2,53.2
2018-12-08 14:19:12,6.8,53.2
2018-12-08 14:19:15,5.9,53.2
2018-12-08 14:19:19,5.4,53.7
2018-12-08 14:19:22,1.8,52.6
2018-12-08 14:19:25,7.6,53.7
2018-12-08 14:19:29,7.5,52.6
2018-12-08 14:19:33,7.1,52.6
2018-12-08 14:19:36,2.1,53.2
2018-12-08 14:19:39,11.9,53.7
2018-12-08 14:19:43,2.7,53.2
2018-12-08 14:19:46,5.4,52.6
2018-12-08 14:19:50,1.8,53.2
2018-12-08 14:19:53,12.7,52.6
2018-12-08 14:19:56,2.2,53.2
2018-12-08 14:20:00,4.7,53.2
2018-12-08 14:20:04,3.6,52.6
2018-12-08 14:20:07,7.3,53.7
2018-12-08 14:20:10,2.7,52.6
2018-12-08 14:20:14,3.9,53.2
2018-12-08 14:20:17,8.1,53.7
2018-12-08 14:20:20,7.9,52.6
2018-12-08 14:20:24,3.3,52.6
2018-12-08 14:20:27,4.2,53.7
2018-12-08 14:20:30,7.4,52.6
2018-12-08 14:20:34,8.6,53.7
2018-12-08 14:20:37,5.1,52.6
2018-12-08 14:20:40,3.9,53.2
2018-12-08 14:20:44,7.4,53.7
2018-12-08 14:20:47,4,53.7
2018-12-08 14:20:50,2.8,52.6
2018-12-08 14:20:54,4.1,52.6
2018-12-08 14:20:58,10,52.6
2018-12-08 14:21:01,4.8,52.6
2018-12-08 14:21:04,3.1,53.2
2018-12-08 14:21:08,7.2,53.7
2018-12-08 14:21:12,8.8,52.6
2018-12-08 14:21:15,2.1,52.6
2018-12-08 14:21:18,5.8,53.7
2018-12-08 14:21:21,7.8,53.2
2018-12-08 14:21:25,6.1,53.2
2018-12-08 14:21:28,3.7,52.6
2018-12-08 14:21:31,3.2,53.2
2018-12-08 14:21:35,10.3,52.6
2018-12-08 14:21:38,5.4,52.6
2018-12-08 14:21:42,3.9,52.6
2018-12-08 14:21:45,5.5,53.2
2018-12-08 14:21:48,6.4,53.7
2018-12-08 14:21:52,3.5,53.2
2018-12-08 14:21:55,5.5,53.2
2018-12-08 14:21:58,4.8,53.7
2018-12-08 14:22:02,7.8,52.6
2018-12-08 14:22:05,4.2,52.6
2018-12-08 14:22:08,7.4,52.6
2018-12-08 14:22:12,5,53.2
2018-12-08 14:22:15,6.7,53.2
2018-12-08 14:22:18,2.5,53.2
2018-12-08 14:22:22,4.9,53.2
2018-12-08 14:22:25,6.1,53.2
2018-12-08 14:22:28,8.5,52.6
2018-12-08 14:22:32,3.6,52.6
